old_name,new_name
359AL1_L_ahlid_1.fastq,3078_R1.fastq
359AL1_L_ahlid_2.fastq,3078_R2.fastq
360AL1_L_anoma_1.fastq,3080_R1.fastq
360AL1_L_anoma_2.fastq,3080_R2.fastq
361AL1_L_aruen_1.fastq,3082_R1.fastq
361AL1_L_aruen_2.fastq,3082_R2.fastq
362AL1_L_atrov_1.fastq,3084_R1.fastq
362AL1_L_atrov_2.fastq,3084_R2.fastq
363AL1_L_avery_1.fastq,3086_R1.fastq
363AL1_L_avery_2.fastq,3086_R2.fastq
364AL1_L_bacul_1.fastq,3088_R1.fastq
364AL1_L_bacul_2.fastq,3088_R2.fastq
365AL1_L_baker_1.fastq,3090_R1.fastq
365AL1_L_baker_2.fastq,3090_R2.fastq
366AL1_L_banka_1.fastq,3092_R1.fastq
366AL1_L_banka_2.fastq,3092_R2.fastq
367AL1_L_bayan_1.fastq,3094_R1.fastq
367AL1_L_bayan_2.fastq,3094_R2.fastq
368AL1_L_bifid_1.fastq,3096_R1.fastq
368AL1_L_bifid_2.fastq,3096_R2.fastq
369AL1_L_brune_1.fastq,3098_R1.fastq
369AL1_L_brune_2.fastq,3098_R2.fastq
370AL1_L_burre_1.fastq,3100_R1.fastq
370AL1_L_burre_2.fastq,3100_R2.fastq
371AL1_L_cabal_1.fastq,3102_R1.fastq
371AL1_L_cabal_2.fastq,3102_R2.fastq
372AL1_L_caesp_1.fastq,3104_R1.fastq
372AL1_L_caesp_2.fastq,3104_R2.fastq
373AL1_L_camer_1.fastq,3106_R1.fastq
373AL1_L_camer_2.fastq,3106_R2.fastq
375AL1_L_celeb_1.fastq,3108_R1.fastq
375AL1_L_celeb_2.fastq,3108_R2.fastq
376AL1_L_chaia_1.fastq,3110_R1.fastq
376AL1_L_chaia_2.fastq,3110_R2.fastq
377AL1_L_colli_1.fastq,3112_R1.fastq
377AL1_L_colli_2.fastq,3112_R2.fastq
378AL1_L_corda_1.fastq,3114_R1.fastq
378AL1_L_corda_2.fastq,3114_R2.fastq
381AL1_L_ellip_1.fastq,3116_R1.fastq
381AL1_L_ellip_2.fastq,3116_R2.fastq
382AL1_L_ferru_1.fastq,3118_R1.fastq
382AL1_L_ferru_2.fastq,3118_R2.fastq
383AL1_L_ferru_1.fastq,3120_R1.fastq
383AL1_L_ferru_2.fastq,3120_R2.fastq
384AL1_L_flamm_1.fastq,3122_R1.fastq
384AL1_L_flamm_2.fastq,3122_R2.fastq
385AL1_L_flexu_1.fastq,3124_R1.fastq
385AL1_L_flexu_2.fastq,3124_R2.fastq
386AL1_L_fordi_1.fastq,3126_R1.fastq
386AL1_L_fordi_2.fastq,3126_R2.fastq
387AL1_L_fract_1.fastq,3128_R1.fastq
387AL1_L_fract_2.fastq,3128_R2.fastq
388AL1_L_glabr_1.fastq,3130_R1.fastq
388AL1_L_glabr_2.fastq,3130_R2.fastq
389AL1_L_glabr_1.fastq,3132_R1.fastq
389AL1_L_glabr_2.fastq,3132_R2.fastq
390AL1_L_grami_1.fastq,3134_R1.fastq
390AL1_L_grami_2.fastq,3134_R2.fastq
391AL1_L_grand_1.fastq,3136_R1.fastq
391AL1_L_grand_2.fastq,3136_R2.fastq
393AL1_L_heatu_1.fastq,3138_R1.fastq
393AL1_L_heatu_2.fastq,3138_R2.fastq
394AL1_L_inter_1.fastq,3140_R1.fastq
394AL1_L_inter_2.fastq,3140_R2.fastq
395AL1_L_kamar_1.fastq,3142_R1.fastq
395AL1_L_kamar_2.fastq,3142_R2.fastq
396AL1_L_kemam_1.fastq,3144_R1.fastq
396AL1_L_kemam_2.fastq,3144_R2.fastq
397AL1_L_khoon_1.fastq,3146_R1.fastq
397AL1_L_khoon_2.fastq,3146_R2.fastq
399AL1_L_kingi_1.fastq,3148_R1.fastq
399AL1_L_kingi_2.fastq,3148_R2.fastq
401AL1_L_kunst_1.fastq,3150_R1.fastq
401AL1_L_kunst_2.fastq,3150_R2.fastq
403AL1_L_lanat_1.fastq,3152_R1.fastq
403AL1_L_lanat_2.fastq,3152_R2.fastq
404AL1_L_lanug_1.fastq,3154_R1.fastq
404AL1_L_lanug_2.fastq,3154_R2.fastq
405AL1_L_laute_1.fastq,3156_R1.fastq
405AL1_L_laute_2.fastq,3156_R2.fastq
406AL1_L_laute_1.fastq,3158_R1.fastq
406AL1_L_laute_2.fastq,3158_R2.fastq
407AL1_L_laute_1.fastq,3160_R1.fastq
407AL1_L_laute_2.fastq,3160_R2.fastq
408AL1_L_leopo_1.fastq,3162_R1.fastq
408AL1_L_leopo_2.fastq,3162_R2.fastq
409AL1_L_lepro_1.fastq,3164_R1.fastq
409AL1_L_lepro_2.fastq,3164_R2.fastq
410ABL1_L_longi_1.fastq,3166_R1.fastq
410ABL1_L_longi_2.fastq,3166_R2.fastq
411AL1_L_longi_1.fastq,3168_R1.fastq
411AL1_L_longi_2.fastq,3168_R2.fastq
412AL1_L_longi_1.fastq,3170_R1.fastq
412AL1_L_longi_2.fastq,3170_R2.fastq
413AL1_L_macul_1.fastq,3172_R1.fastq
413AL1_L_macul_2.fastq,3172_R2.fastq
414AL1_L_malaj_1.fastq,3174_R1.fastq
414AL1_L_malaj_2.fastq,3174_R2.fastq
415AL1_L_malaj_1.fastq,3176_R1.fastq
415AL1_L_malaj_2.fastq,3176_R2.fastq
416AL1_L_meije_1.fastq,3178_R1.fastq
416AL1_L_meije_2.fastq,3178_R2.fastq
417AL1_L_micho_1.fastq,3180_R1.fastq
417AL1_L_micho_2.fastq,3180_R2.fastq
418AL1_L_mirab_1.fastq,3182_R1.fastq
418AL1_L_mirab_2.fastq,3182_R2.fastq
419AL1_L_mirie_1.fastq,3184_R1.fastq
419AL1_L_mirie_2.fastq,3184_R2.fastq
420AL1_L_modes_1.fastq,3186_R1.fastq
420AL1_L_modes_2.fastq,3186_R2.fastq
421AL1_L_moyse_1.fastq,3188_R1.fastq
421AL1_L_moyse_2.fastq,3188_R2.fastq
422AL1_L_mukah_1.fastq,3190_R1.fastq
422AL1_L_mukah_2.fastq,3190_R2.fastq
423AL1_L_musta_1.fastq,3192_R1.fastq
423AL1_L_musta_2.fastq,3192_R2.fastq
424AL1_L_pahan_1.fastq,3194_R1.fastq
424AL1_L_pahan_2.fastq,3194_R2.fastq
425AL1_L_palas_1.fastq,3196_R1.fastq
425AL1_L_palas_2.fastq,3196_R2.fastq
426AL1_L_paten_1.fastq,3198_R1.fastq
426AL1_L_paten_2.fastq,3198_R2.fastq
427AL1_L_peeke_1.fastq,3200_R1.fastq
427AL1_L_peeke_2.fastq,3200_R2.fastq
428AL1_L_pelta_1.fastq,3202_R1.fastq
428AL1_L_pelta_2.fastq,3202_R2.fastq
430AL1_L_pilos_1.fastq,3204_R1.fastq
430AL1_L_pilos_2.fastq,3204_R2.fastq
431AL1_L_polyb_1.fastq,3206_R1.fastq
431AL1_L_polyb_2.fastq,3206_R2.fastq
432AL1_L_poons_1.fastq,3208_R1.fastq
432AL1_L_poons_2.fastq,3208_R2.fastq
433AL1_L_pseud_1.fastq,3210_R1.fastq
433AL1_L_pseud_2.fastq,3210_R2.fastq
435AL1_L_punct_1.fastq,3212_R1.fastq
435AL1_L_punct_2.fastq,3212_R2.fastq
436AL1_L_pusil_1.fastq,3214_R1.fastq
436AL1_L_pusil_2.fastq,3214_R2.fastq
437AL1_L_radul_1.fastq,3216_R1.fastq
437AL1_L_radul_2.fastq,3216_R2.fastq
438AL1_L_ramsa_1.fastq,3218_R1.fastq
438AL1_L_ramsa_2.fastq,3218_R2.fastq
440ABL1_L_ridle_1.fastq,3220_R1.fastq
440ABL1_L_ridle_2.fastq,3220_R2.fastq
441AL1_L_rubig_1.fastq,3222_R1.fastq
441AL1_L_rubig_2.fastq,3222_R2.fastq
442AL1_L_ruthi_1.fastq,3224_R1.fastq
442AL1_L_ruthi_2.fastq,3224_R2.fastq
443AL1_L_sabah_1.fastq,3226_R1.fastq
443AL1_L_sabah_2.fastq,3226_R2.fastq
445AL1_L_salle_1.fastq,3228_R1.fastq
445AL1_L_salle_2.fastq,3228_R2.fastq
447AL1_L_saraw_1.fastq,3230_R1.fastq
447AL1_L_saraw_2.fastq,3230_R2.fastq
448ABL1_L_scort_1.fastq,3232_R1.fastq
448ABL1_L_scort_2.fastq,3232_R2.fastq
449AL1_L_simpl_1.fastq,3234_R1.fastq
449AL1_L_simpl_2.fastq,3234_R2.fastq
450AL1_L_spath_1.fastq,3236_R1.fastq
450AL1_L_spath_2.fastq,3236_R2.fastq
451ABL1_L_stong_1.fastq,3238_R1.fastq
451ABL1_L_stong_2.fastq,3238_R2.fastq
452AL1_L_supra_1.fastq,3240_R1.fastq
452AL1_L_supra_2.fastq,3240_R2.fastq
454AL1_L_telif_1.fastq,3242_R1.fastq
454AL1_L_telif_2.fastq,3242_R2.fastq
455AL1_L_tenui_1.fastq,3244_R1.fastq
455AL1_L_tenui_2.fastq,3244_R2.fastq
456AL1_L_teren_1.fastq,3246_R1.fastq
456AL1_L_teren_2.fastq,3246_R2.fastq
457AL1_L_thoan_1.fastq,3248_R1.fastq
457AL1_L_thoan_2.fastq,3248_R2.fastq
458AL1_L_tioma_1.fastq,3250_R1.fastq
458AL1_L_tioma_2.fastq,3250_R2.fastq
459AL1_L_triph_1.fastq,3252_R1.fastq
459AL1_L_triph_2.fastq,3252_R2.fastq
461AL1_L_vanro_1.fastq,3254_R1.fastq
461AL1_L_vanro_2.fastq,3254_R2.fastq
464AL1_L_yiian_1.fastq,3256_R1.fastq
464AL1_L_yiian_2.fastq,3256_R2.fastq
465AL1_L_alfre_1.fastq,3258_R1.fastq
465AL1_L_alfre_2.fastq,3258_R2.fastq
466AL1_L_benth_1.fastq,3260_R1.fastq
466AL1_L_benth_2.fastq,3260_R2.fastq
467AL1_L_bonin_1.fastq,3262_R1.fastq
467AL1_L_bonin_2.fastq,3262_R2.fastq
468AL1_L_carin_1.fastq,3264_R1.fastq
468AL1_L_carin_2.fastq,3264_R2.fastq
469AL1_L_conci_1.fastq,3266_R1.fastq
469AL1_L_conci_2.fastq,3266_R2.fastq
46AL1_L_atrov_1.fastq,3268_R1.fastq
46AL1_L_atrov_2.fastq,3268_R2.fastq
470AL1_L_decor_1.fastq,3270_R1.fastq
470AL1_L_decor_2.fastq,3270_R2.fastq
471AL1_L_drude_1.fastq,3272_R1.fastq
471AL1_L_drude_2.fastq,3272_R2.fastq
472AL1_L_easto_1.fastq,3274_R1.fastq
472AL1_L_easto_2.fastq,3274_R2.fastq
473AL1_L_endau_1.fastq,3276_R1.fastq
473AL1_L_endau_2.fastq,3276_R2.fastq
474AL1_L_exigu_1.fastq,3278_R1.fastq
474AL1_L_exigu_2.fastq,3278_R2.fastq
475AL1_L_fulva_1.fastq,3280_R1.fastq
475AL1_L_fulva_2.fastq,3280_R2.fastq
476AL1_L_humil_1.fastq,3282_R1.fastq
476AL1_L_humil_2.fastq,3282_R2.fastq
477AL1_L_inerm_1.fastq,3284_R1.fastq
477AL1_L_inerm_2.fastq,3284_R2.fastq
478AL1_L_lanug_1.fastq,3286_R1.fastq
478AL1_L_lanug_2.fastq,3286_R2.fastq
479AL1_L_lorop_1.fastq,3288_R1.fastq
479AL1_L_lorop_2.fastq,3288_R2.fastq
47AL1_L_bachm_1.fastq,3290_R1.fastq
47AL1_L_bachm_2.fastq,3290_R2.fastq
480AL1_L_maria_1.fastq,3292_R1.fastq
480AL1_L_maria_2.fastq,3292_R2.fastq
481AL1_L_muell_1.fastq,3294_R1.fastq
481AL1_L_muell_2.fastq,3294_R2.fastq
482AL1_L_nasmo_1.fastq,3296_R1.fastq
482AL1_L_nasmo_2.fastq,3296_R2.fastq
483AL1_L_nitid_1.fastq,3298_R1.fastq
483AL1_L_nitid_2.fastq,3298_R2.fastq
484AL1_L_rigid_1.fastq,3300_R1.fastq
484AL1_L_rigid_2.fastq,3300_R2.fastq
485ABL1_L_tahan_1.fastq,3302_R1.fastq
485ABL1_L_tahan_2.fastq,3302_R2.fastq
486AL1_L_victo_1.fastq,3304_R1.fastq
486AL1_L_victo_2.fastq,3304_R2.fastq
488AL1_M_rupic_1.fastq,3306_R1.fastq
488AL1_M_rupic_2.fastq,3306_R2.fastq
489AL1_P_palud_1.fastq,3308_R1.fastq
489AL1_P_palud_2.fastq,3308_R2.fastq
48AL1_L_bidou_1.fastq,3310_R1.fastq
48AL1_L_bidou_2.fastq,3310_R2.fastq
490AL1_P_ihur_1.fastq,3312_R1.fastq
490AL1_P_ihur_2.fastq,3312_R2.fastq
491AL1_P_kingi_1.fastq,3314_R1.fastq
491AL1_P_kingi_2.fastq,3314_R2.fastq
492AL1_P_sumat_1.fastq,3316_R1.fastq
492AL1_P_sumat_2.fastq,3316_R2.fastq
493AL1_R_graci_1.fastq,3318_R1.fastq
493AL1_R_graci_2.fastq,3318_R2.fastq
494AL1_R_humil_1.fastq,3320_R1.fastq
494AL1_R_humil_2.fastq,3320_R2.fastq
495AL1_R_laose_1.fastq,3322_R1.fastq
495AL1_R_laose_2.fastq,3322_R2.fastq
496ABL1_S_brevi_1.fastq,3324_R1.fastq
496ABL1_S_brevi_2.fastq,3324_R2.fastq
497AL1_S_choco_1.fastq,3326_R1.fastq
497AL1_S_choco_2.fastq,3326_R2.fastq
498AL1_S_merri_1.fastq,3328_R1.fastq
498AL1_S_merri_2.fastq,3328_R2.fastq
499AL1_S_rotun_1.fastq,3330_R1.fastq
499AL1_S_rotun_2.fastq,3330_R2.fastq
49AL1_L_bract_1.fastq,3332_R1.fastq
49AL1_L_bract_2.fastq,3332_R2.fastq
4AL1_L_pelta_1.fastq,3334_R1.fastq
4AL1_L_pelta_2.fastq,3334_R2.fastq
500AL1_S_surru_1.fastq,3336_R1.fastq
500AL1_S_surru_2.fastq,3336_R2.fastq
501AL1_S_tothu_1.fastq,3338_R1.fastq
501AL1_S_tothu_2.fastq,3338_R2.fastq
502AL1_S_woodf_1.fastq,3340_R1.fastq
502AL1_S_woodf_2.fastq,3340_R2.fastq
503AL1_T_latis_1.fastq,3342_R1.fastq
503AL1_T_latis_2.fastq,3342_R2.fastq
504AL1_T_marti_1.fastq,3344_R1.fastq
504AL1_T_marti_2.fastq,3344_R2.fastq
505AL1_T_nanus_1.fastq,3346_R1.fastq
505AL1_T_nanus_2.fastq,3346_R2.fastq
506AL1_T_oreop_1.fastq,3348_R1.fastq
506AL1_T_oreop_2.fastq,3348_R2.fastq
507AL1_T_princ_1.fastq,3350_R1.fastq
507AL1_T_princ_2.fastq,3350_R2.fastq
508AL1_T_raven_1.fastq,3352_R1.fastq
508AL1_T_raven_2.fastq,3352_R2.fastq
509AL1_T_ukhru_1.fastq,3354_R1.fastq
509AL1_T_ukhru_2.fastq,3354_R2.fastq
50AL1_L_catti_1.fastq,3356_R1.fastq
50AL1_L_catti_2.fastq,3356_R2.fastq
510AL1_W_disti_1.fastq,3358_R1.fastq
510AL1_W_disti_2.fastq,3358_R2.fastq
511AL1_W_lidia_1.fastq,3360_R1.fastq
511AL1_W_lidia_2.fastq,3360_R2.fastq
512AL1_W_robus_1.fastq,3362_R1.fastq
512AL1_W_robus_2.fastq,3362_R2.fastq
513AL1_A_longi_1.fastq,3364_R1.fastq
513AL1_A_longi_2.fastq,3364_R2.fastq
514AL1_L_mangl_1.fastq,3366_R1.fastq
514AL1_L_mangl_2.fastq,3366_R2.fastq
515AL1_L_olivi_1.fastq,3368_R1.fastq
515AL1_L_olivi_2.fastq,3368_R2.fastq
516AL1_S_greth_1.fastq,3370_R1.fastq
516AL1_S_greth_2.fastq,3370_R2.fastq
51AL1_L_dakro_1.fastq,3372_R1.fastq
51AL1_L_dakro_2.fastq,3372_R2.fastq
52AL1_L_glabe_1.fastq,3374_R1.fastq
52AL1_L_glabe_2.fastq,3374_R2.fastq
53AL1_L_honba_1.fastq,3376_R1.fastq
53AL1_L_honba_2.fastq,3376_R2.fastq
54AL1_L_honhe_1.fastq,3378_R1.fastq
54AL1_L_honhe_2.fastq,3378_R2.fastq
55AL1_L_lamdo_1.fastq,3380_R1.fastq
55AL1_L_lamdo_2.fastq,3380_R2.fastq
56AL1_L_longi_1.fastq,3382_R1.fastq
56AL1_L_longi_2.fastq,3382_R2.fastq
57AL1_L_nuich_1.fastq,3384_R1.fastq
57AL1_L_nuich_2.fastq,3384_R2.fastq
583AL1_L_urcif_1.fastq,3386_R1.fastq
583AL1_L_urcif_2.fastq,3386_R2.fastq
58AL1_L_parvu_1.fastq,3388_R1.fastq
58AL1_L_parvu_2.fastq,3388_R2.fastq
5AL1_L_ramsa_1.fastq,3390_R1.fastq
5AL1_L_ramsa_2.fastq,3390_R2.fastq
605B_Gen_sp_1.fastq,3392_R1.fastq
605B_Gen_sp_2.fastq,3392_R2.fastq
606B_Gen_sp_1.fastq,3394_R1.fastq
606B_Gen_sp_2.fastq,3394_R2.fastq
60AL1_L_halon_1.fastq,3396_R1.fastq
60AL1_L_halon_2.fastq,3396_R2.fastq
61AL1_L_sarib_1.fastq,3398_R1.fastq
61AL1_L_sarib_2.fastq,3398_R2.fastq
62AL1_L_sp_1.fastq,3400_R1.fastq
62AL1_L_sp_2.fastq,3400_R2.fastq
63AL1_R_excel_1.fastq,3402_R1.fastq
63AL1_R_excel_2.fastq,3402_R2.fastq
64AL1_R_keban_1.fastq,3404_R1.fastq
64AL1_R_keban_2.fastq,3404_R2.fastq
6AL1_L_spica_1.fastq,3406_R1.fastq
6AL1_L_spica_2.fastq,3406_R2.fastq
76AL1_L_densi_1.fastq,3408_R1.fastq
76AL1_L_densi_2.fastq,3408_R2.fastq
77AL1_L_leuco_1.fastq,3410_R1.fastq
77AL1_L_leuco_2.fastq,3410_R2.fastq
78AL1_L_matta_1.fastq,3412_R1.fastq
78AL1_L_matta_2.fastq,3412_R2.fastq
79AL1_L_matta_1.fastq,3414_R1.fastq
79AL1_L_matta_2.fastq,3414_R2.fastq
81AL1_L_orbic_1.fastq,3416_R1.fastq
81AL1_L_orbic_2.fastq,3416_R2.fastq
82AL1_L_petio_1.fastq,3418_R1.fastq
82AL1_L_petio_2.fastq,3418_R2.fastq
83AL1_L_rheop_1.fastq,3420_R1.fastq
83AL1_L_rheop_2.fastq,3420_R2.fastq
85AL1_H_compr_1.fastq,3422_R1.fastq
85AL1_H_compr_2.fastq,3422_R2.fastq
86BL1_H_coria_1.fastq,3424_R1.fastq
86BL1_H_coria_2.fastq,3424_R2.fastq
87AL1_H_guine_1.fastq,3426_R1.fastq
87AL1_H_guine_2.fastq,3426_R2.fastq
88BL1_H_peter_1.fastq,3428_R1.fastq
88BL1_H_peter_2.fastq,3428_R2.fastq
89BL1_H_theba_1.fastq,3430_R1.fastq
89BL1_H_theba_2.fastq,3430_R2.fastq
8AL1_L_speci_1.fastq,3432_R1.fastq
8AL1_L_speci_2.fastq,3432_R2.fastq
90AL1_B_brand_1.fastq,3434_R1.fastq
90AL1_B_brand_2.fastq,3434_R2.fastq
91AL1_B_decum_1.fastq,3436_R1.fastq
91AL1_B_decum_2.fastq,3436_R2.fastq
92AL1_B_eduli_1.fastq,3438_R1.fastq
92AL1_B_eduli_2.fastq,3438_R2.fastq
93AL1_B_moore_1.fastq,3440_R1.fastq
93AL1_B_moore_2.fastq,3440_R2.fastq
94AL1_B_pimo_1.fastq,3442_R1.fastq
94AL1_B_pimo_2.fastq,3442_R2.fastq
95AL1_B_salva_1.fastq,3444_R1.fastq
95AL1_B_salva_2.fastq,3444_R2.fastq
Arec_chyly_879AL1_EKDL220005778-1a-7UDI239-AK1543_HKC5NDSX3_L4_1.fq,4000_R1.fastq
Arec_chyly_880AL1_EKDL220005778-1a-7UDI239-AK1544_HKC5NDSX3_L4_1.fq,4001_R1.fastq
Arec_cryop_878AL1_EKDL220005778-1a-7UDI239-AK1780_HKC5NDSX3_L4_1.fq,4002_R1.fastq
Aren_disti_810AL1_EKDL220005778-1a-D702-AK1543_HKC5NDSX3_L4_1.fq,4003_R1.fastq
Aren_hasta_811AL1_EKDL220005778-1a-D702-AK1544_HKC5NDSX3_L4_1.fq,4004_R1.fastq
Bora_aethi_822AL1_EKDL220005778-1a-D704-AK1680_HKC5NDSX3_L4_1.fq,4005_R1.fastq
Bora_akeas_823AL1_EKDL220005778-1a-D704-AK1681_HKC5NDSX3_L4_1.fq,4006_R1.fastq
Bora_heine_824AL1_EKDL220005778-1a-D704-AK1682_HKC5NDSX3_L4_1.fq,4007_R1.fastq
Bora_madag_836AL1_EKDL220005778-1a-D705-AK1545_HKC5NDSX3_L4_1.fq,4008_R1.fastq
Brah_dulci_807AL1_EKDL220005778-1a-D702-AK1681_HKC5NDSX3_L4_1.fq,4009_R1.fastq
C_kal_sbco_839AL1_EKDL220005778-1a-D711-AK1681_HKC5NDSX3_L4_1.fq,4010_R1.fastq
C_kal_sbka_838AL1_EKDL220005778-1a-D711-AK1680_HKC5NDSX3_L4_1.fq,4011_R1.fastq
Cocc_acumi_872AL1_EKDL220005778-1a-7UDI239-AK1680_HKC5NDSX3_L4_1.fq,4012_R1.fastq
cocc_acumi_886AL1_EKDL220005778-1a-D708-AK1544_HKC5NDSX3_L4_1.fq,4013_R1.fastq
Cocc_bosch_864AL1_EKDL220005778-1a-D707-AK1682_HKC5NDSX3_L4_1.fq,4014_R1.fastq
Cocc_garci_868AL1_EKDL220005778-1a-D707-AK1545_HKC5NDSX3_L4_1.fq,4015_R1.fastq
Cocc_pseud_863AL1_EKDL220005778-1a-D707-AK1681_HKC5NDSX3_L4_1.fq,4016_R1.fastq
Cocc_scopa_862AL1_EKDL220005778-1a-D707-AK1680_HKC5NDSX3_L4_1.fq,4017_R1.fastq
Cocc_spno_865AL1_EKDL220005778-1a-D707-AK1780_HKC5NDSX3_L4_1.fq,4018_R1.fastq
Cocc_spNov_877AL1_EKDL220005778-1a-7UDI239-AK1682_HKC5NDSX3_L4_1.fq,4019_R1.fastq
Cocc_yurag_870AL1_EKDL220005778-1a-AK3404-AK1546_HKC5NDSX3_L4_1.fq,4020_R1.fastq
Cocc_yurag_884AL1_EKDL220005778-1a-D708-AK1780_HKC5NDSX3_L4_1.fq,4021_R1.fastq
Cope_britt_888AL1_EKDL220005778-1a-D708-AK1546_HKC5NDSX3_L4_1.fq,4022_R1.fastq
Cope_cowel_876AL1_EKDL220005778-1a-D712-AK1543_HKC5NDSX3_L4_1.fq,4023_R1.fastq
Cope_humic_859AL1_EKDL220005778-1a-D706-AK1544_HKC5NDSX3_L4_1.fq,4024_R1.fastq
Cope_roigi_873AL1_EKDL220005778-1a-7UDI239-AK1681_HKC5NDSX3_L4_1.fq,4025_R1.fastq
Cory_lecom_806AL1_EKDL220005778-1a-D702-AK1680_HKC5NDSX3_L4_1.fq,4026_R1.fastq
Cryo_cooki_861AL1_EKDL220005778-1a-D706-AK1546_HKC5NDSX3_L4_1.fq,4027_R1.fastq
Cryo_grayu_875AL1_EKDL220005778-1a-D712-AK1780_HKC5NDSX3_L4_1.fq,4028_R1.fastq
C_zan_spno_858AL1_EKDL220005778-1a-D706-AK1543_HKC5NDSX3_L4_1.fq,4029_R1.fastq
C_zan_spno_860AL1_EKDL220005778-1a-D706-AK1545_HKC5NDSX3_L4_1.fq,4030_R1.fastq
Licu_corne_812AL1_EKDL220005778-1a-D702-AK1545_HKC5NDSX3_L4_1.fq,4031_R1.fastq
Licu_halli_813AL1_EKDL220005778-1a-D702-AK1546_HKC5NDSX3_L4_1.fq,4032_R1.fastq
Licu_kiahi_814AL1_EKDL220005778-1a-DY0088-AK1680_HKC5NDSX3_L4_1.fq,4033_R1.fastq
Licu_kuchi_818AL1_EKDL220005778-1a-DY0088-AK1543_HKC5NDSX3_L4_1.fq,4034_R1.fastq
Licu_laute_825AL1_EKDL220005778-1a-D704-AK1780_HKC5NDSX3_L4_1.fq,4035_R1.fastq
Licu_matta_842AL1_EKDL220005778-1a-AK3404-AK1681_HKC5NDSX3_L4_1.fq,4036_R1.fastq
Licu_pumil_815AL1_EKDL220005778-1a-DY0088-AK1681_HKC5NDSX3_L4_1.fq,4037_R1.fastq
Licu_tanyc_885AL1_EKDL220005778-1a-D708-AK1543_HKC5NDSX3_L4_1.fq,4038_R1.fastq
Maxb_graci_820AL1_EKDL220005778-1a-DY0088-AK1545_HKC5NDSX3_L4_1.fq,4039_R1.fastq
Mede_argun_837AL1_EKDL220005778-1a-D705-AK1546_HKC5NDSX3_L4_1.fq,4040_R1.fastq
Phoe_atlan_840AL1_EKDL220005778-1a-D711-AK1682_HKC5NDSX3_L4_1.fq,4052_R1.fastq
Phoe_palud_841AL1_EKDL220005778-1a-AK3404-AK1680_HKC5NDSX3_L4_1.fq,4053_R1.fastq
Phol_macro_846AL1_EKDL220005778-1a-D711-AK1780_HKC5NDSX3_L4_1.fq,4054_R1.fastq
Prit_baker_891AL1_EKDL220005778-1a-D709-AK1682_HKC5NDSX3_L4_1.fq,4055_R1.fastq
Prit_becca_869AL1_EKDL220005778-1a-D707-AK1546_HKC5NDSX3_L4_1.fq,4056_R1.fastq
Prit_flynn_897AL1_EKDL220005778-1a-D710-AK1680_HKC5NDSX3_L4_1.fq,4057_R1.fastq
Prit_flynn_898AL1_EKDL220005778-1a-D710-AK1681_HKC5NDSX3_L4_1.fq,4058_R1.fastq
Prit_flynn_899AL1_EKDL220005778-1a-D710-AK1682_HKC5NDSX3_L4_1.fq,4059_R1.fastq
Prit_forbe_857AL1_EKDL220005778-1a-D706-AK1780_HKC5NDSX3_L4_1.fq,4060_R1.fastq
Prit_glabr_892AL1_EKDL220005778-1a-D709-AK1780_HKC5NDSX3_L4_1.fq,4061_R1.fastq
Prit_glabr_896AL1_EKDL220005778-1a-D709-AK1546_HKC5NDSX3_L4_1.fq,4062_R1.fastq
Prit_hardy_893AL1_EKDL220005778-1a-D709-AK1543_HKC5NDSX3_L4_1.fq,4063_R1.fastq
Prit_hardy_894AL1_EKDL220005778-1a-D709-AK1544_HKC5NDSX3_L4_1.fq,4064_R1.fastq
Prit_hardy_895AL1_EKDL220005778-1a-D709-AK1545_HKC5NDSX3_L4_1.fq,4065_R1.fastq
Prit_hille_847AL1_EKDL220005778-1a-AK3404-AK1544_HKC5NDSX3_L4_1.fq,4066_R1.fastq
Prit_kaala_849AL1_EKDL220005778-1a-D711-AK1543_HKC5NDSX3_L4_1.fq,4067_R1.fastq
Prit_kahuk_890AL1_EKDL220005778-1a-D709-AK1681_HKC5NDSX3_L4_1.fq,4068_R1.fastq
Prit_kahuk_900AL1_EKDL220005778-1a-D710-AK1780_HKC5NDSX3_L4_1.fq,4069_R1.fastq
Prit_lanig_889AL1_EKDL220005778-1a-D709-AK1680_HKC5NDSX3_L4_1.fq,4070_R1.fastq
Prit_lowre_848AL1_EKDL220005778-1a-AK3404-AK1545_HKC5NDSX3_L4_1.fq,4071_R1.fastq
Prit_minor_851AL1_EKDL220005778-1a-D711-AK1545_HKC5NDSX3_L4_1.fq,4072_R1.fastq
Prit_mitia_852AL1_EKDL220005778-1a-D711-AK1546_HKC5NDSX3_L4_1.fq,4073_R1.fastq
Prit_munro_866AL1_EKDL220005778-1a-D707-AK1543_HKC5NDSX3_L4_1.fq,4074_R1.fastq
prit_munro_887AL1_EKDL220005778-1a-D708-AK1545_HKC5NDSX3_L4_1.fq,4075_R1.fastq
Prit_napal_853AL1_EKDL220005778-1a-D712-AK1680_HKC5NDSX3_L4_1.fq,4076_R1.fastq
Prit_pacif_854AL1_EKDL220005778-1a-D706-AK1680_HKC5NDSX3_L4_1.fq,4077_R1.fastq
Prit_perlm_901AL1_EKDL220005778-1a-D710-AK1543_HKC5NDSX3_L4_1.fq,4078_R1.fastq
Prit_perlm_902AL1_EKDL220005778-1a-D710-AK1544_HKC5NDSX3_L4_1.fq,4079_R1.fastq
